,Year,Country_of_origin,Country_of_origin_(ISO),Country_of_asylum,Country_of_asylum_(ISO),Female_0_-_4,Female_5_-_11,Female_12_-_17,Female_18_-_59,Female_60,Female_total,Male_0_-_4,Male_5_-_11,Male_12_-_17,Male_18_-_59,Male_60,Male_total,Total
244,2006,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,228
245,2006,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,38
246,2006,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
247,2006,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
248,2006,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,7
249,2006,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,13,0,13,37
250,2006,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,14,0,0,14,0,0,0,0,0,0,14
251,2006,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,21
252,2006,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,10
253,2006,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1527
254,2006,Syrian Arab Rep.,SYR,Switzerland,CHE,0,0,0,0,0,139,0,0,0,0,0,249,505
255,2006,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SYR,0,0,0,8,0,8,0,0,0,0,0,0,8
256,2006,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
257,2006,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,5,0,0,5,0,0,0,0,0,0,5
258,2006,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,6,0,0,22,0,34,9,0,0,26,0,47,81
259,2006,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,56,71
260,2006,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,585
261,2006,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,5,11,0,21,6,0,0,18,0,42,63
262,2007,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,5
263,2007,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,5,0,5,0,0,0,15,0,15,20
264,2007,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,78
265,2007,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,581
266,2007,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,37,0,0,0,0,0,77,114
267,2007,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,5,0,5,5
268,2007,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,0,0,0,85
269,2007,Syrian Arab Rep.,SYR,Canada,CAN,0,0,5,23,5,33,5,0,0,45,0,55,712
270,2007,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,2327
271,2007,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,33
272,2007,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,261
273,2007,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,5,0,5,0,0,0,5,0,5,10
274,2007,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,51
275,2007,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,45,0,0,0,0,0,172,217
276,2007,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,364
277,2007,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,8410
278,2007,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,439
279,2007,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,68
280,2007,Syrian Arab Rep.,SYR,India,IND,0,0,0,5,0,5,0,0,0,0,0,0,5
281,2007,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,47
282,2007,Syrian Arab Rep.,SYR,Iraq,IRQ,21,0,0,191,14,731,13,0,15,153,25,835,1566
283,2007,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,84
284,2007,Syrian Arab Rep.,SYR,Jordan,JOR,10,0,0,18,0,33,10,0,0,40,5,68,101
285,2007,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,19,0,19,19
286,2007,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,0,0,0,0,0,0,9,0,9,9
287,2007,Syrian Arab Rep.,SYR,Libya,LBY,0,0,0,0,0,0,0,0,0,9,0,9,9
288,2007,Syrian Arab Rep.,SYR,Lebanon,LBN,7,0,5,27,0,45,6,0,5,29,0,45,90
289,2007,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,5
290,2007,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,16,0,16,16
291,2007,Syrian Arab Rep.,SYR,Malaysia,MYS,5,0,0,0,0,5,0,0,0,0,0,0,5
292,2007,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,11
293,2007,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,1421
294,2007,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,235
295,2007,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,35
296,2007,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
297,2007,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
298,2007,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,13
299,2007,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,29
300,2007,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,14,0,0,14,0,0,0,0,0,0,14
301,2007,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,21
302,2007,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,11
303,2007,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1625
304,2007,Syrian Arab Rep.,SYR,Switzerland,CHE,30,0,0,114,0,258,44,0,0,256,0,471,729
305,2007,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
306,2007,Syrian Arab Rep.,SYR,Turkey,TUR,0,0,6,0,0,6,0,5,5,5,0,15,21
307,2007,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,19,0,19,7,0,5,17,0,29,48
308,2007,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,36,65
309,2007,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,422
310,2007,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,5,12,0,22,11,0,0,22,0,51,73
311,2008,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,5,0,5,0,0,0,14,0,14,19
312,2008,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,85
313,2008,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,690
314,2008,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,42,0,0,0,0,0,110,152
315,2008,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,5,0,5,5
316,2008,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,5,0,5,91
317,2008,Syrian Arab Rep.,SYR,Canada,CAN,6,0,0,31,9,51,7,0,0,63,7,82,736
318,2008,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,1080
319,2008,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,54
320,2008,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,302
321,2008,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,5,0,5,0,0,0,5,0,5,10
322,2008,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,65
323,2008,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,55,0,0,0,0,0,178,233
324,2008,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,395
325,2008,Syrian Arab Rep.,SYR,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,9623
326,2008,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,166
327,2008,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,75
328,2008,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,52
329,2008,Syrian Arab Rep.,SYR,Iraq,IRQ,85,0,5,343,16,730,69,0,5,425,35,816,1546
330,2008,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,110
331,2008,Syrian Arab Rep.,SYR,Jordan,JOR,23,0,0,37,0,78,10,0,0,50,5,90,168
332,2008,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,19,0,19,19
333,2008,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,0,0,0,0,0,0,9,0,9,9
334,2008,Syrian Arab Rep.,SYR,Libya,LBY,0,0,0,5,0,5,0,0,0,0,0,7,12
335,2008,Syrian Arab Rep.,SYR,Lebanon,LBN,13,0,0,38,0,65,12,0,0,57,0,85,150
336,2008,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,5
337,2008,Syrian Arab Rep.,SYR,Latvia,LVA,0,0,0,0,0,0,0,0,0,5,0,5,5
338,2008,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,12,0,12,12
339,2008,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,11
340,2008,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,1326
341,2008,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,276
342,2008,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,33
343,2008,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
344,2008,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
345,2008,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,13
346,2008,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,7,0,7,0,0,0,0,0,0,7
347,2008,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,31
348,2008,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,5
349,2008,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,0,0,8,0,0,6,0,0,6,14
350,2008,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,34
351,2008,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,5,0,0,5,14
352,2008,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1701
353,2008,Syrian Arab Rep.,SYR,Switzerland,CHE,55,0,0,191,0,424,77,0,0,457,5,777,1201
354,2008,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
355,2008,Syrian Arab Rep.,SYR,Turkey,TUR,5,0,0,0,0,5,0,5,0,10,0,15,20
356,2008,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,16,0,16,7,0,0,15,0,27,43
357,2008,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,6,0,0,6,0,0,0,46,0,46,86
358,2008,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,392
359,2008,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,5,11,0,21,12,0,0,25,0,55,76
360,2009,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,9,0,9,9
361,2009,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,87
362,2009,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,880
363,2009,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,50,0,0,0,0,0,127,177
364,2009,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,5,0,5,5
365,2009,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,0,0,0,0,10,0,10,100
366,2009,Syrian Arab Rep.,SYR,Canada,CAN,7,0,0,39,11,63,6,0,0,98,8,120,760
367,2009,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,499
368,2009,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,71
369,2009,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,544
370,2009,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,5,0,5,0,0,0,5,0,5,10
371,2009,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,83
372,2009,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,0,0,0,0,0,0,0,244
373,2009,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,460
374,2009,Syrian Arab Rep.,SYR,Germany,DEU,332,0,0,3227,299,5303,339,0,0,4519,286,6725,12028
375,2009,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,19
376,2009,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,48
377,2009,Syrian Arab Rep.,SYR,Indonesia,IDN,0,0,0,0,0,0,0,0,0,5,0,5,5
378,2009,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,40
379,2009,Syrian Arab Rep.,SYR,Iraq,IRQ,44,0,5,177,13,343,54,0,5,286,47,543,886
380,2009,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,190
381,2009,Syrian Arab Rep.,SYR,Jordan,JOR,26,0,0,58,0,129,20,0,0,74,10,153,282
382,2009,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,5,0,0,0,5,0,0,0,19,0,19,24
383,2009,Syrian Arab Rep.,SYR,Kuwait,KWT,0,0,0,5,0,5,0,0,0,8,0,8,13
384,2009,Syrian Arab Rep.,SYR,Libya,LBY,0,0,0,0,0,0,0,0,0,8,0,8,8
385,2009,Syrian Arab Rep.,SYR,Lebanon,LBN,14,0,0,47,0,80,13,0,0,75,0,110,190
386,2009,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,5
387,2009,Syrian Arab Rep.,SYR,"China, Macao SAR",MAC,0,5,0,0,0,5,0,0,0,0,0,0,5
388,2009,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,10,0,10,10
389,2009,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,25
390,2009,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,1352
391,2009,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,449
392,2009,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,35
393,2009,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
394,2009,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
395,2009,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,13
396,2009,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,7,0,7,0,0,0,0,0,0,7
397,2009,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,30
398,2009,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,10
399,2009,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,0,0,9,0,0,6,5,0,11,20
400,2009,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,33
401,2009,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,20
402,2009,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1712
403,2009,Syrian Arab Rep.,SYR,Switzerland,CHE,67,0,0,208,5,488,78,0,0,522,5,896,1384
404,2009,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
405,2009,Syrian Arab Rep.,SYR,Turkey,TUR,6,0,0,0,0,6,0,5,0,41,0,46,52
406,2009,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,0,17,0,17,10,0,0,14,5,29,46
407,2009,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,5,0,11,0,0,0,60,0,60,96
408,2009,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,408
409,2009,Syrian Arab Rep.,SYR,Yemen,YEM,10,0,0,12,0,22,11,0,0,29,0,56,78
410,2010,Syrian Arab Rep.,SYR,Egypt,EGY,0,0,0,0,0,0,0,0,0,8,0,8,8
411,2010,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,86
412,2010,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,976
413,2010,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,61,0,0,0,0,0,168,229
414,2010,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,5,0,5,5
415,2010,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,0,0,6,0,0,0,0,0,24,125
416,2010,Syrian Arab Rep.,SYR,Canada,CAN,8,0,0,52,13,80,6,0,0,117,11,141,766
417,2010,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,367
418,2010,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,8,0,0,0,0,0,28,59
419,2010,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,1233
420,2010,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,9,0,9,0,0,0,0,0,0,9
421,2010,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,82
422,2010,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,72,0,0,0,0,0,208,280
423,2010,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,499
424,2010,Syrian Arab Rep.,SYR,Germany,DEU,353,0,0,3572,336,5769,387,0,0,5070,307,7439,13208
425,2010,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,2233
426,2010,Syrian Arab Rep.,SYR,Croatia,HRV,5,0,0,0,0,5,0,0,0,0,0,0,5
427,2010,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,47
428,2010,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,44
429,2010,Syrian Arab Rep.,SYR,Iraq,IRQ,117,0,0,189,20,534,150,0,0,277,34,689,1223
430,2010,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,11,0,0,0,0,0,18,240
431,2010,Syrian Arab Rep.,SYR,Jordan,JOR,32,0,23,89,0,205,43,0,0,157,12,277,482
432,2010,Syrian Arab Rep.,SYR,Kyrgyzstan,KGZ,0,0,5,0,0,5,0,0,0,18,0,18,23
433,2010,Syrian Arab Rep.,SYR,Kuwait,KWT,8,5,0,0,0,13,0,0,0,5,0,5,18
434,2010,Syrian Arab Rep.,SYR,Lebanon,LBN,22,0,9,47,0,78,11,5,10,81,0,124,202
435,2010,Syrian Arab Rep.,SYR,Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,5
436,2010,Syrian Arab Rep.,SYR,Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,15
437,2010,Syrian Arab Rep.,SYR,"China, Macao SAR",MAC,0,5,0,0,0,5,0,0,0,0,0,0,5
438,2010,Syrian Arab Rep.,SYR,Rep. of Moldova,MDA,0,0,0,0,0,0,0,0,0,15,0,15,15
439,2010,Syrian Arab Rep.,SYR,Malaysia,MYS,0,0,0,0,0,0,0,0,0,5,0,5,5
440,2010,Syrian Arab Rep.,SYR,Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,38
441,2010,Syrian Arab Rep.,SYR,Netherlands,NLD,0,0,0,0,0,39,0,0,0,0,0,94,1319
442,2010,Syrian Arab Rep.,SYR,Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,378
443,2010,Syrian Arab Rep.,SYR,New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,41
444,2010,Syrian Arab Rep.,SYR,Oman,OMN,0,0,0,7,0,7,0,0,0,0,0,0,7
445,2010,Syrian Arab Rep.,SYR,Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,8
446,2010,Syrian Arab Rep.,SYR,Poland,POL,0,0,0,0,0,0,0,0,0,0,0,0,16
447,2010,Syrian Arab Rep.,SYR,Qatar,QAT,0,0,0,8,0,8,0,0,0,0,0,0,8
448,2010,Syrian Arab Rep.,SYR,Romania,ROU,0,0,0,0,0,0,0,0,0,0,0,0,34
449,2010,Syrian Arab Rep.,SYR,Russian Federation,RUS,0,0,0,0,0,0,0,0,0,0,0,0,10
450,2010,Syrian Arab Rep.,SYR,Saudi Arabia,SAU,0,0,0,0,0,9,0,0,7,5,0,12,21
451,2010,Syrian Arab Rep.,SYR,Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,12,47
452,2010,Syrian Arab Rep.,SYR,Slovakia,SVK,0,0,0,0,0,0,0,0,0,5,0,5,22
453,2010,Syrian Arab Rep.,SYR,Sweden,SWE,0,0,0,0,0,0,0,0,0,0,0,0,1540
454,2010,Syrian Arab Rep.,SYR,Switzerland,CHE,82,0,0,249,0,559,87,0,0,568,5,994,1553
455,2010,Syrian Arab Rep.,SYR,Tunisia,TUN,0,0,0,0,0,0,0,0,0,5,0,5,5
456,2010,Syrian Arab Rep.,SYR,Turkey,TUR,9,0,5,5,0,19,0,0,10,36,0,46,65
457,2010,Syrian Arab Rep.,SYR,United Arab Emirates,ARE,0,0,5,6,0,11,6,0,9,9,0,32,43
458,2010,Syrian Arab Rep.,SYR,Ukraine,UKR,0,0,0,5,0,11,0,0,0,39,0,75,138
459,2010,Syrian Arab Rep.,SYR,United States of America,USA,0,0,0,0,0,0,0,0,0,0,0,0,322
460,2010,Syrian Arab Rep.,SYR,Yemen,YEM,5,0,5,35,0,55,11,0,0,15,0,31,86
461,2011,Syrian Arab Rep.,SYR,Algeria,DZA,0,0,0,0,0,0,0,0,0,5,0,5,5
462,2011,Syrian Arab Rep.,SYR,Egypt,EGY,5,0,0,18,0,29,9,0,0,45,0,65,94
463,2011,Syrian Arab Rep.,SYR,Armenia,ARM,0,0,0,6,0,6,0,0,0,0,0,0,6
464,2011,Syrian Arab Rep.,SYR,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,150
465,2011,Syrian Arab Rep.,SYR,Austria,AUT,0,0,0,0,0,0,0,0,0,0,0,0,1359
466,2011,Syrian Arab Rep.,SYR,Bahrain,BHR,0,0,0,0,0,0,0,0,5,0,0,5,5
467,2011,Syrian Arab Rep.,SYR,Belgium,BEL,0,0,0,0,0,96,0,0,0,0,0,216,978
468,2011,Syrian Arab Rep.,SYR,Brazil,BRA,0,0,0,0,0,0,0,0,0,18,0,18,18
469,2011,Syrian Arab Rep.,SYR,Bulgaria,BGR,0,0,0,10,0,10,0,0,0,46,0,60,168
470,2011,Syrian Arab Rep.,SYR,Canada,CAN,16,0,0,114,29,172,16,0,0,191,14,238,798
471,2011,Syrian Arab Rep.,SYR,Chad,TCD,5,0,0,0,0,5,0,0,0,0,0,0,5
472,2011,Syrian Arab Rep.,SYR,Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,482
473,2011,Syrian Arab Rep.,SYR,Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,23
474,2011,Syrian Arab Rep.,SYR,Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,1290
475,2011,Syrian Arab Rep.,SYR,Ecuador,ECU,0,0,0,5,0,5,0,0,0,6,0,6,11
476,2011,Syrian Arab Rep.,SYR,Finland,FIN,0,0,0,0,0,0,0,0,0,0,0,0,161
477,2011,Syrian Arab Rep.,SYR,France,FRA,0,0,0,0,0,98,0,0,0,0,0,253,351
478,2011,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,0,0,0,0,0,0,0,0,0,0,0,0,1032
479,2011,Syrian Arab Rep.,SYR,Germany,DEU,465,0,0,3944,375,6404,479,0,0,5829,347,8464,14868
480,2011,Syrian Arab Rep.,SYR,Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,10
481,2011,Syrian Arab Rep.,SYR,Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,42
482,2011,Syrian Arab Rep.,SYR,Indonesia,IDN,0,0,0,0,0,0,0,5,0,5,0,10,10
483,2011,Syrian Arab Rep.,SYR,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,45
484,2011,Syrian Arab Rep.,SYR,Iraq,IRQ,126,0,0,387,20,770,145,0,0,514,35,943,1713
485,2011,Syrian Arab Rep.,SYR,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,262
486,2011,Syrian Arab Rep.,SYR,Jordan,JOR,206,5,18,536,23,1232,218,0,5,858,35,1578,2810
